EmployeeCode,DateofJoin,DateOfRelieving,AttritionMonth,ExperienceInAGS,Experience.Range,EmployeeAge,Gender,MaritalStatus,Shift,WorkFacility,WorkLocation,JobRole,Designation,ExperienceType,LastReviewType,LastReviewDate,LastReviewRating,LastButOneReviewType,LastButOneReviewDate,LastButOneReviewRating,ProdAvgDuringNotice,QualAvgDuringNotice,ProdAvgBeforeNotice,QualAvgBeforeNotice,ProdAvgDuringNoticeRange,QualAvgDuringNoticeRange,ProdAvgBeforeNoticeRange,QualAvgBeforeNoticeRange,Course,Last30DaysLeaveCount,TotalExtraHoursWorked,Function,Shift_Name,Rating Bracket,TransportMode,Distance,TravelTimeRange,TravelTime,Availability_Filter,Available,Involuntary Exit,Voluntary Exit,VolInVol Attrition,Attrition,ExitType,ReasonofLeaving,RptEmployeeName,RptEmployeeCode,Rpt2EmployeeCode,DateofBirth,PrevShift,PrevWorkFacility,PrevWorkLocation,CurrentAddressCity,CurrentAddressPincode,PermenantAddressCity,PermenantAddressPincode,RptEffectiveFrom,RptSpanofControl,Process,Client,SubClient,ProjectEffectiveFrom,PrevVertical,PrevProcess,PrevClient,PrevSubClient,PrevEmployer,EngagementIndex,StaffingEmployeeStatus,Vertical,Department,DepartmentGroup
R04665,1/29/2015,4/28/2016,2016-04,15, Month 12-24,25,Female,UnMarried,04:00PM-01:00AM,Tidel 8th,Chennai,Team Member,Trainee - Process Associate,Industry Fresher,PIP,4/22/2016,0.1,PIP,4/22/2016,0.1,97.77,96.61,100.02,94.86,095 - 100 %,095 - 098 %,100 - 110 %,090 - 095 %,BE/Btech,19,0,Non-Voice,Night,E,Bus,7.2,< 1 Hour,20,Employee Left,0,1,0,1,1,Involuntary,Job abandonment,DivyaDevi.Sivashankaran,R00758,R02251,7/26/1991,08:00AM-05:00PM,NMR,Chennai,Chennai,600091,Chennai,600091,2/17/2015,34,AR Follow Up,Vanderbilt,Vanderbilt,2/17/2015,AR,AR Follow Up,AGS,AGS,,Red,Notice Period,Accounts Receivable,Revenue Cycle Management,Operations
R04666,1/29/2015,,,22, Month 12-24,27,Male,UnMarried,06:00PM-03:00AM,Elnet,Chennai,Team Member,Trainee - Process Associate,Industry Fresher,Annually,7/18/2016,3.92,Annually,7/18/2016,3.92,113.59,98.84,110.95,99.19,110% +,098 - 100 %,110% +,098 - 100 %,ME/Mtech,0,4,Non-Voice,Night,B +,Cab,,,0,Current Employee,1,0,0,0,0,,,naresh.gnanaprakash,R00941,R00758,4/1/1989,04:00PM-01:00AM,Elnet,Chennai,Tiruvallur,602024,Tiruvallur,602024,3/21/2016,,AR Follow Up,MedAssets,RUMC,7/5/2016,AR,AR Follow Up,MedAssets,Mountainside,,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R04667,1/29/2015,9/1/2016,2016-09,19, Month 12-24,24,Male,UnMarried,06:00PM-03:00AM,Tidel 8th,Chennai,Team Member,Junior Process Associate,Fresher,Annually,7/14/2016,3.73,Annually,7/14/2016,3.73,111.4,98.97,100.37,99.28,110% +,098 - 100 %,100 - 110 %,098 - 100 %,BE/Btech,7,0,Non-Voice,Night,B +,Bus,,,0,Employee Left,0,0,1,1,1,Voluntary,Career Shift,VenkatSrinivas.Surendaran,R01391,R08952,1/13/1992,04:00PM-01:00AM,Tidel 5th,Chennai,Mamallapuram,603104,Mamallapuram,603104,6/22/2016,28,AR Follow Up,Vanderbilt,Vanderbilt,2/17/2015,AR,AR Follow Up,AGS,AGS,,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R04668,1/29/2015,,,22, Month 12-24,22,Female,UnMarried,06:30AM-03:30PM,Prince Infocity,Chennai,Team Member,Junior Process Associate,Fresher,Annually,7/19/2016,3.88,Annually,7/19/2016,3.88,100.43,98.01,105.84,99.51,100 - 110 %,098 - 100 %,100 - 110 %,098 - 100 %,BA/Bcom/BPharm,3,13,Non-Voice,Day,B +,Train,,,0,Current Employee,1,0,0,0,0,,,Sasirekha.Kumar,R01203,R00463,3/29/1994,08:00AM-05:00PM,Tidel 5th,Chennai,Chennai,600021,Chennai,600021,6/28/2016,,AR Follow Up,SG,SG,2/22/2015,AR,AR Follow Up,Vanderbilt,Vanderbilt,,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R04669,1/29/2015,,,22, Month 12-24,25,Male,UnMarried,06:00PM-03:00AM,Elnet,Chennai,Team Member,Trainee - Process Associate,Fresher,Annually,7/15/2016,3.82,Annually,7/15/2016,3.82,102.99,98.96,117.42,98.5,100 - 110 %,098 - 100 %,110% +,098 - 100 %,BE/Btech,3,4,Non-Voice,Night,B +,Cab,,,0,Current Employee,1,0,0,0,0,,,Kamalakkannan.Jayaraman,R03574,R00941,6/8/1991,04:00PM-01:00AM,Tidel 8th,Chennai,Salem,636001,Salem,636001,7/25/2016,,AR Follow Up,MedAssets,Centegra,6/24/2016,AR,AR Follow Up,MedAssets,Mountainside,,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R04670,1/29/2015,,,22, Month 12-24,23,Male,UnMarried,06:00PM-03:00AM,Prince Infocity,Chennai,Team Member,Process Associate - Level 1,Lateral,Annually,7/18/2016,4.22,Annually,7/18/2016,4.22,101.73,99.24,113.58,99.7,100 - 110 %,098 - 100 %,110% +,098 - 100 %,BSc,4,8,Non-Voice,Day,A,Cab,,,0,Current Employee,1,0,0,0,0,,,Parthiban.Boopathi,R00802,R00218,5/8/1993,06:00PM-03:00AM,NMR,Chennai,Chennai,600041,Chennai,600041,7/22/2016,,AR Follow Up,McKesson,USAP,6/27/2016,TP,Payment Posting,McKesson,SFMC,Omega Healthcare,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R04671,1/29/2015,,,22, Month 12-24,27,Male,Married,06:00PM-03:00AM,Prince Infocity,Chennai,Team Member,Process Associate - Level 2,Lateral,Annually,7/13/2016,4.14,Annually,7/13/2016,4.14,103.77,98.7,121.79,100,100 - 110 %,098 - 100 %,110% +,098 - 100 %,BE/Btech,1,17,Voice,Night,A,Cab,,,0,Current Employee,1,0,0,0,0,,,Joel.StephenThamban,R02817,R02455,1/12/1989,04:00PM-01:00AM,VEL,Vellore,Kancheepuram,600117,Neyveli,607802,11/28/2016,,AR Follow Up,NMBS,APM,2/2/2015,AR,AR Follow Up,NMBS,Non APM,Technosoft Global Solutions,Green,Bench Generic,Accounts Receivable,Revenue Cycle Management,Operations
R04679,2/2/2015,2/26/2015,2015-02,1, Month <= 01,30,Male,Married,05:30PM-02:30AM,NMR,Chennai,Team Member,Process Associate - Level 1,Lateral,NA,,,,,,,,,,,,,,BCA/BBA,13,0,Voice,Night,NA,Two Wheeler,12.6,< 1 Hour,28,Employee Left,0,0,0,0,1,Less than 1 Month,Job abandonment,jebakumar.ashokraj,R00520,R00264,10/5/1985,,,,Chennai,600083,Vellore,631102,2/3/2015,18,AR Follow Up,McKesson,UPA,2/3/2015,,,,,AGShealth,,,Accounts Receivable,Revenue Cycle Management,Operations
R04687,2/3/2015,5/26/2015,2015-05,4, Month 03-06,26,Male,UnMarried,05:30PM-02:30AM,NMR,Chennai,Team Member,Process Associate - Level 1,Lateral,NA,,,,,,90.53,97.96,,,080 - 095 %,095 - 098 %,,,BE/Btech,19,0,Voice,Night,NA,Cab,5.8,< 1 Hour,18,Employee Left,0,1,0,1,1,Involuntary,Job abandonment,Shiju.Mathai,R02328,R00264,10/24/1989,,,,Chennai,600084,Chennai,600084,4/27/2015,1,AR Follow Up,McKesson,UPA,2/4/2015,,,,,Technosoft Global service,Red,,Accounts Receivable,Revenue Cycle Management,Operations
R04688,2/3/2015,10/13/2015,2015-10,8, Month 06-12,26,Male,UnMarried,04:00PM-01:00AM,NMR,Chennai,Team Member,Process Associate - Level 1,Lateral,Confirmation,8/15/2015,3.15,Confirmation,8/15/2015,3.15,99,97.77,94,94.69,095 - 100 %,095 - 098 %,080 - 095 %,090 - 095 %,BE/Btech,7,16,Voice,Night,B,Cab,22,< 1 Hour,56,Employee Left,0,1,0,1,1,Involuntary,Compliance,jebakumar.ashokraj,R00520,R02328,5/14/1989,05:30PM-02:30AM,,,Chennai,600097,East Godavari,533308,2/4/2015,16,AR Follow Up,McKesson,UPA,2/5/2015,AR,AR Follow Up,McKesson,INC,Pavan Kumar,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R04692,2/4/2015,9/7/2016,2016-09,19, Month 12-24,27,Male,UnMarried,04:00PM-01:00AM,Elnet,Chennai,Team Member,Process Associate - Level 2,Lateral,Annually,7/27/2016,2.74,Annually,7/27/2016,2.74,31.98,99,107.48,97.03,< 80%,098 - 100 %,100 - 110 %,095 - 098 %,Diploma,1,0,Non-Voice,Night,C,Two Wheeler,,,0,Employee Left,0,1,0,1,1,Involuntary,Personal Reasons,naresh.gnanaprakash,R00941,R00758,8/1/1989,06:00PM-03:00AM,Tidel 5th,Chennai,Chennai,600019,Chennai,600019,6/1/2016,23,AR Follow Up,MedAssets,RUMC,7/25/2016,AR,AR Follow Up,RTI,RTI,Technosoft Global service p ltd,Red,FTE-Ramp Up,Accounts Receivable,Revenue Cycle Management,Operations
R04710,2/9/2015,,,21, Month 12-24,23,Female,UnMarried,08:00AM-05:00PM,Prince Infocity,Chennai,Team Member,Junior Process Associate,Industry Fresher,Annually,7/25/2016,3.64,Annually,7/25/2016,3.64,115.43,98.33,111.91,97.94,110% +,098 - 100 %,110% +,095 - 098 %,BE/Btech,2.5,17,Non-Voice,Day,B +,Bus,,,0,Current Employee,1,0,0,0,0,,,Jennifer.ThangamJoseph,R02856,R00511,5/19/1993,,Elnet,Chennai,Chennai,600041,Tiruchirappalli,620002,12/14/2015,,AR Follow Up,McKesson,NYU,3/19/2015,AR,AR Follow Up,AGS,AGS,,Green,OJT,Accounts Receivable,Revenue Cycle Management,Operations
R04711,2/9/2015,,,21, Month 12-24,24,Female,UnMarried,06:30AM-03:30PM,NMR,Chennai,Team Member,Trainee - Process Associate,Fresher,Annually,7/14/2016,3.57,Annually,7/14/2016,3.57,100.67,97.63,107.96,97.91,100 - 110 %,095 - 098 %,100 - 110 %,095 - 098 %,BE/Btech,0,22,Non-Voice,Day,B +,Bus,,,0,Current Employee,1,0,0,0,0,,,Swathi.VaiboyaniKrishna,R01805,R00044,6/10/1992,06:30PM-03:30AM,Tidel 5th,Chennai,Chennai,600037,Chennai,600037,5/15/2015,,AR Follow Up,Duke,Hospital,2/25/2015,AR,AR Follow Up,AGS,AGS,,Green,OJT,Accounts Receivable,Revenue Cycle Management,Operations
R04712,2/9/2015,,,21, Month 12-24,23,Female,UnMarried,06:30AM-03:30PM,NMR,Chennai,Team Member,Junior Process Associate,Industry Fresher,Annually,7/15/2016,3.63,Annually,7/15/2016,3.63,109.92,98.03,112.2,95.59,100 - 110 %,098 - 100 %,110% +,095 - 098 %,BE/Btech,0.5,28,Non-Voice,Day,B +,Bus,,,0,Current Employee,1,0,0,0,0,,,Mohamed.Aashiq,R01566,R06159,4/9/1993,08:00AM-05:00PM,NMR,Chennai,Chennai,600044,Tiruchirappalli,620017,9/16/2016,,AR Follow Up,McKesson,BRONX,3/15/2016,AR,AR Follow Up,Duke,Physicians,,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R04713,2/9/2015,,,21, Month 12-24,25,Female,UnMarried,08:00AM-05:00PM,Prince Infocity,Chennai,Team Member,Trainee - Process Associate,Industry Fresher,Annually,7/26/2016,3.76,Annually,7/26/2016,3.76,111.2,97.08,117.8,98.18,110% +,095 - 098 %,110% +,098 - 100 %,BE/Btech,1,39,Non-Voice,Day,B +,Bus,,,0,Current Employee,1,0,0,0,0,,,Jennifer.ThangamJoseph,R02856,R00511,6/15/1991,,Tidel 8th,Chennai,Chennai,600028,Tiruvallur,631202,10/5/2015,,AR Follow Up,McKesson,NYU,3/19/2015,AR,AR Follow Up,AGS,AGS,,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R04721,2/9/2015,,,21, Month 12-24,25,Male,Married,06:00PM-03:00AM,Elnet,Chennai,Team Member,Process Associate - Level 2,Lateral,Annually,7/13/2016,3.01,Annually,7/13/2016,3.01,115.84,97.33,109.18,93.67,110% +,095 - 098 %,100 - 110 %,090 - 095 %,BCA/BBA,2,0,Voice,Night,B,Cab,,,0,Current Employee,1,0,0,0,0,,,karthikeyan.rubalingam,R00333,R02251,4/26/1991,06:00PM-03:00AM,Elnet,Chennai,Chennai,600039,Chennai,600039,11/2/2015,,AR Follow Up,Vanderbilt,Physicians,11/3/2015,AR,AR Follow Up,McKesson,USAP,accesshealthcare,Green,OJT,Accounts Receivable,Revenue Cycle Management,Operations
R04722,2/9/2015,,,21, Month 12-24,28,Male,UnMarried,06:00PM-03:00AM,NMR,Chennai,Team Member,Process Associate - Level 2,Lateral,Annually,7/8/2016,4.07,Annually,7/8/2016,4.07,125.99,97.73,119.83,98.69,110% +,095 - 098 %,110% +,098 - 100 %,MSc/Mpharm/MPhil,2,7,Voice,Night,A,Cab,,,0,Current Employee,1,0,0,0,0,,,Vivek.Goutham,R02304,R06159,7/28/1988,04:00PM-01:00AM,NMR,Chennai,Chennai,600073,Chennai,600073,9/16/2016,,AR Follow Up,McKesson,BRONX,2/10/2015,,,,,Access Healthcare Services,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R04723,2/9/2015,12/7/2015,2015-12,10, Month 06-12,26,Male,UnMarried,04:00PM-01:00AM,NMR,Chennai,Team Member,Process Associate - Level 1,Lateral,Confirmation,8/28/2015,3.17,Confirmation,8/28/2015,3.17,87.37,93.87,85.31,93.84,080 - 095 %,090 - 095 %,080 - 095 %,090 - 095 %,BSc,4,8,Voice,Night,B,Cab,8.8,< 1 Hour,25,Employee Left,0,0,1,1,1,Voluntary,Compensation,Vivek.Goutham,R02304,R06159,11/3/1989,05:30PM-02:30AM,,,Chennai,600004,Chennai,600004,4/20/2015,12,AR Follow Up,McKesson,BRONX,2/10/2015,,,,,Logix health,Red,,Accounts Receivable,Revenue Cycle Management,Operations
R04729,2/11/2015,3/3/2016,2016-03,13, Month 12-24,27,Female,Married,06:00PM-03:00AM,Tidel 8th,Chennai,Team Member,Trainee - Process Associate,Industry Fresher,PIP,2/11/2016,0.1,PIP,2/11/2016,0.1,110.93,94.64,104.21,95.17,110% +,090 - 095 %,100 - 110 %,095 - 098 %,BA/Bcom/BPharm,19,19,Voice,Night,E,Cab,10.9,< 1 Hour,26,Employee Left,0,0,1,1,1,Voluntary,Job abandonment,umamageshwari.c,R00267,R00450,8/16/1989,04:00PM-01:00AM,Prince Infocity,Chennai,Chennai,600100,Chennai,600100,3/17/2015,14,AR Follow Up,McKesson,NYU_Direct,3/17/2015,AR,AR Follow Up,AGS,AGS,,Red,OJT,Accounts Receivable,Revenue Cycle Management,Operations
R04730,2/11/2015,4/20/2015,2015-04,2, Month 01-03,23,Male,UnMarried,05:30PM-02:30AM,NMR,Chennai,Team Member,Trainee - Process Associate,Industry Fresher,NA,,,,,,50,50,,,< 80%,< 90%,,,BA/Bcom/BPharm,11.5,0,Voice,Night,NA,Cab,30,< 1 Hour,53,Employee Left,0,0,1,1,1,Voluntary,Job abandonment,Balaji.Nynappagari,R00637,R03378,9/7/1992,,Tidel 5th,Chennai,Chitlapakkam,600064,Vellore,632006,3/9/2015,3,AR Follow Up,Duke,Hospital,3/9/2015,AR,AR Follow Up,AGS,AGS,,Amber,,Accounts Receivable,Revenue Cycle Management,Operations
R04731,2/11/2015,5/26/2015,2015-05,3, Month 01-03,27,Female,Married,05:30PM-02:30AM,Prince Infocity,Chennai,Team Member,Junior Process Associate,Industry Fresher,NA,,,,,,74.57,66,,,< 80%,< 90%,,,BSc,15,0,Voice,Night,NA,Cab,18.4,< 1 Hour,40,Employee Left,0,0,1,1,1,Voluntary,Job abandonment,umamageshwari.c,R00267,R00450,10/19/1988,,NMR,Chennai,Chennai,600100,Kozhikode,673028,4/21/2015,29,AR Follow Up,McKesson,NYU_Direct,4/21/2015,AR,AR Follow Up,McKesson,NYU,Sutherland Global Services,Amber,,Accounts Receivable,Revenue Cycle Management,Operations
R04732,2/11/2015,6/22/2015,2015-06,4, Month 03-06,31,Female,UnMarried,05:30PM-02:30AM,Prince Infocity,Chennai,Team Member,Junior Process Associate,Industry Fresher,NA,,,,,,66.19,88.91,,,< 80%,< 90%,< 80%,< 90%,BA/Bcom/BPharm,15,0,Voice,Night,NA,Cab,14.3,< 1 Hour,37,Employee Left,0,1,0,1,1,Involuntary,Job abandonment,Peter.Anthony,R03405,R00450,12/19/1984,,Tidel 5th,Chennai,Chennai,600007,Chennai,600007,3/19/2015,32,AR Follow Up,McKesson,NYU,3/19/2015,AR,AR Follow Up,AGS,AGS,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R04733,2/11/2015,8/11/2015,2015-08,6, Month 03-06,23,Male,UnMarried,08:00AM-05:00PM,Prince Infocity,Chennai,Team Member,Trainee - Process Associate,Industry Fresher,NA,,,,,,95.75,79.64,,50,095 - 100 %,< 90%,< 80%,< 90%,Diploma,3,9,Voice,Day,NA,Cab,15,< 1 Hour,37,Employee Left,0,1,0,1,1,Involuntary,Job abandonment,sathishkumar.raman,R00511,R00450,9/3/1992,05:30PM-02:30AM,Tidel 5th,Chennai,Pammal,600075,Pammal,600075,1/0/1900,28,AR Follow Up,McKesson,NYU,3/19/2015,AR,AR Follow Up,AGS,AGS,,Amber,,Accounts Receivable,Revenue Cycle Management,Operations
R04734,2/11/2015,10/19/2015,2015-10,8, Month 06-12,23,Male,UnMarried,04:00PM-01:00AM,NMR,Chennai,Team Member,Trainee - Process Associate,Fresher,Confirmation,8/24/2015,3.14,Confirmation,8/24/2015,3.14,95.33,91,88.61,94.43,095 - 100 %,090 - 095 %,080 - 095 %,090 - 095 %,BE/Btech,11,1,Voice,Night,B,Cab,18.8,< 1 Hour,46,Employee Left,0,0,1,1,1,Voluntary,Health Grounds,Rocky.Borah,R02570,R00637,11/6/1992,05:30PM-02:30AM,Tidel 5th,Chennai,Chennai,600044,Chennai,600044,4/17/2015,18,AR Follow Up,Duke,Hospital,3/9/2015,AR,AR Follow Up,AGS,AGS,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R04736,2/11/2015,11/3/2015,2015-11,9, Month 06-12,25,Female,UnMarried,05:30PM-02:30AM,Prince Infocity,Chennai,Team Member,Junior Process Associate,Industry Fresher,Confirmation,8/20/2015,3.45,Confirmation,8/20/2015,3.45,113.54,96.06,110.09,95.44,110% +,095 - 098 %,110% +,095 - 098 %,BE/Btech,20,0,Voice,Night,B,Cab,14.6,< 1 Hour,32,Employee Left,0,0,1,1,1,Voluntary,Job abandonment,Peter.Anthony,R03405,R00450,1/3/1990,,Tidel 5th,Chennai,Perungudi,600096,Hajipur,844101,3/19/2015,33,AR Follow Up,McKesson,NYU,3/19/2015,AR,AR Follow Up,AGS,AGS,Hexaware Technologies,Red,,Accounts Receivable,Revenue Cycle Management,Operations
R04737,2/11/2015,3/3/2015,2015-03,1, Month <= 01,25,Female,Married,05:30PM-02:30AM,Tidel 5th,Chennai,Team Member,Junior Process Associate,Industry Fresher,NA,,,,,,,,,,< 80%,< 90%,,,BCA/BBA,4,0,Voice,Night,NA,Cab,17.8,< 1 Hour,41,Employee Left,0,0,0,0,1,Training,Poor Performance,VenkataRaj.Mahendran,R01606,R02336,12/1/1990,,,,Chennai,600013,Chennai,600013,2/12/2015,13,AR Follow Up,AGS,AGS,2/12/2015,,,,,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R04738,2/11/2015,2/11/2016,2016-02,12, Month 06-12,22,Female,UnMarried,06:00PM-03:00AM,Elnet,Chennai,Team Member,Trainee - Process Associate,Industry Fresher,Confirmation,8/21/2015,3.15,Confirmation,8/21/2015,3.15,96.01,96.69,97.39,93.97,095 - 100 %,095 - 098 %,095 - 100 %,090 - 095 %,BA/Bcom/BPharm,20,0,Voice,Night,B,Cab,27.1,>= 1Hour,60,Employee Left,0,1,0,1,1,Involuntary,Health Grounds,Saravanan.DuraiRaj,R00863,R03405,4/25/1994,05:30PM-02:30AM,NMR,Chennai,Tiruvottiyur,600019,Tiruvottiyur,600019,6/19/2015,9,AR Follow Up,McKesson,NYU,3/19/2015,AR,AR Follow Up,AGS,AGS,,Green,OJT,Accounts Receivable,Revenue Cycle Management,Operations
R04740,2/11/2015,6/22/2015,2015-06,4, Month 03-06,29,Male,UnMarried,05:30PM-02:30AM,Prince Infocity,Chennai,Team Member,Junior Process Associate,Industry Fresher,NA,,,,,,78.24,95.22,,,< 80%,095 - 098 %,< 80%,< 90%,BCA/BBA,15,0,Voice,Night,NA,Cab,15,< 1 Hour,37,Employee Left,0,0,1,1,1,Voluntary,Job abandonment,Peter.Anthony,R03405,R00450,1/19/1986,,Tidel 5th,Chennai,Pammal,600075,Pammal,600075,3/19/2015,32,AR Follow Up,McKesson,NYU,3/19/2015,AR,AR Follow Up,AGS,AGS,Nirmal Kumar P,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R04741,2/11/2015,11/26/2015,2015-11,10, Month 06-12,26,Male,UnMarried,06:00PM-03:00AM,Prince Infocity,Chennai,Team Member,Junior Process Associate,Industry Fresher,PIP,11/17/2015,1.63,PIP,11/17/2015,1.63,112.5,84.3,99.4,85.9,110% +,< 90%,095 - 100 %,< 90%,BCA/BBA,15.5,0,Voice,Night,E,Cab,9.2,< 1 Hour,28,Employee Left,0,1,0,1,1,Involuntary,Job abandonment,Peter.Anthony,R03405,R00450,12/16/1989,05:30PM-02:30AM,Tidel 5th,Chennai,Chennai,600014,Chennai,600014,3/19/2015,30,AR Follow Up,McKesson,NYU,3/19/2015,AR,AR Follow Up,AGS,AGS,Medusind Solutions,Red,,Accounts Receivable,Revenue Cycle Management,Operations
R04742,2/11/2015,,,21, Month 12-24,25,Female,UnMarried,06:00PM-03:00AM,Prince Infocity,Chennai,Team Member,Process Associate - Level 1,Industry Fresher,Annually,7/25/2016,3.71,Annually,7/25/2016,3.71,109.88,99.03,111.35,97.7,100 - 110 %,098 - 100 %,110% +,095 - 098 %,BA/Bcom/BPharm,0,10,Voice,Night,B +,Cab,,,0,Current Employee,1,0,0,0,0,,,sivakumar.dhakshanamoorthy,R00280,R00511,11/19/1991,05:30PM-02:30AM,Tidel 5th,Chennai,Chennai,600116,Tirunelveli,627007,5/23/2016,,AR Follow Up,McKesson,NYU,3/19/2015,AR,AR Follow Up,AGS,AGS,Medusid Solutions,Green,OJT,Accounts Receivable,Revenue Cycle Management,Operations
R04743,2/11/2015,9/15/2015,2015-09,7, Month 06-12,26,Female,Married,06:00PM-03:00AM,Prince Infocity,Chennai,Team Member,Trainee - Process Associate,Industry Fresher,Confirmation,8/25/2015,1.91,Confirmation,8/25/2015,1.91,89.52,86.04,65.97,95.2,080 - 095 %,< 90%,< 80%,095 - 098 %,BSc,11.5,0,Voice,Night,E,Cab,16,< 1 Hour,40,Employee Left,0,1,0,1,1,Involuntary,Job abandonment,Peter.Anthony,R03405,R00450,11/1/1989,05:30PM-02:30AM,Tidel 5th,Chennai,Chennai,600062,Kolathur,600099,3/19/2015,30,AR Follow Up,McKesson,NYU,3/19/2015,AR,AR Follow Up,AGS,AGS,hcl bpo,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R04744,2/11/2015,7/20/2015,2015-07,5, Month 03-06,24,Male,UnMarried,05:30PM-02:30AM,Prince Infocity,Chennai,Team Member,Process Associate - Level 1,Lateral,NA,,,,,,93.19,96.4,94.84,98.72,080 - 095 %,095 - 098 %,080 - 095 %,098 - 100 %,BE/Btech,13,1,Voice,Night,NA,Cab,8.3,< 1 Hour,19,Employee Left,0,0,1,1,1,Voluntary,Job abandonment,DivyaDevi.Sivashankaran,R00758,R02251,6/10/1991,,,,Alandur,600016,Cuddapah,516484,2/12/2015,65,AR Follow Up,MedAssets,St Bernard Parish Hospital,2/16/2015,,,,,access healthcare services pvt ltd,Amber,,Accounts Receivable,Revenue Cycle Management,Operations
R04747,2/12/2015,6/3/2016,2016-06,16, Month 12-24,25,Male,UnMarried,06:00PM-03:00AM,VEL,Vellore,Team Member,Process Associate - Level 2,Lateral,Annually,3/18/2016,3.24,Annually,3/18/2016,3.24,106.89,92.69,115.2,95.17,100 - 110 %,090 - 095 %,110% +,095 - 098 %,BA/Bcom/BPharm,2,0,Voice,Night,B,Cab,30,>= 1Hour,90,Employee Left,0,0,1,1,1,Voluntary,Leaving the country,Saravanan.DuraiRaj,R00863,R03405,10/24/1991,08:00AM-05:00PM,Prince Infocity,Chennai,Chennai,600113,Chennai,600113,6/19/2015,6,AR Follow Up,McKesson,NYU,2/12/2015,,,,,Promotheus,Red,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R04754,2/13/2015,,,21, Month 12-24,24,Female,UnMarried,06:30AM-03:30PM,NMR,Chennai,Team Member,Trainee - Process Associate,Fresher,Annually,7/18/2016,3.5,Annually,7/18/2016,3.5,103.43,98.33,108.16,97.88,100 - 110 %,098 - 100 %,100 - 110 %,095 - 098 %,BE/Btech,3,23,Non-Voice,Day,B +,Bus,,,0,Current Employee,1,0,0,0,0,,,shanmuga.nathan,R00270,R00411,4/28/1992,08:00AM-05:00PM,NMR,Chennai,Chennai,600062,Kanyakumari,629503,11/10/2016,,AR Follow Up,SG,SG,4/13/2015,AR,AR Follow Up,EMS,EMS,,Green,FTE,Accounts Receivable,Revenue Cycle Management,Operations
R04755,2/13/2015,6/22/2015,2015-06,4, Month 03-06,23,Female,UnMarried,08:00AM-05:00PM,Prince Infocity,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,70.64,96.21,,,< 80%,095 - 098 %,< 80%,< 90%,BE/Btech,15,8,Non-Voice,Day,NA,Four Wheeler,29.7,< 1 Hour,58,Employee Left,0,0,1,1,1,Voluntary,Job abandonment,Sathish.Neelakandan,R00682,R00511,3/16/1992,,Tidel 5th,Chennai,Chennai,600057,Chennai,600057,4/29/2015,22,AR Follow Up,McKesson,NYU,3/19/2015,AR,AR Follow Up,AGS,AGS,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R04756,2/13/2015,,,21, Month 12-24,24,Female,UnMarried,08:00AM-05:00PM,Prince Infocity,Chennai,Team Member,Junior Process Associate,Industry Fresher,Annually,7/26/2016,3.78,Annually,7/26/2016,3.78,113.79,98,113.11,98.54,110% +,095 - 098 %,110% +,098 - 100 %,BE/Btech,1,8,Non-Voice,Day,B +,Others,,,0,Current Employee,1,0,0,0,0,,,Jennifer.ThangamJoseph,R02856,R00511,7/19/1992,,Tidel 8th,Chennai,Perungudi,600096,Kovilpatti,628502,10/5/2015,,AR Follow Up,McKesson,NYU,3/19/2015,AR,AR Follow Up,AGS,AGS,,Green,OJT,Accounts Receivable,Revenue Cycle Management,Operations
R04757,2/13/2015,3/16/2015,2015-03,1, Month <= 01,23,Male,UnMarried,08:00AM-05:00PM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,< 80%,< 90%,,,BE/Btech,10,0,Non-Voice,Day,NA,Bus,17.1,< 1 Hour,45,Employee Left,0,0,0,0,1,OJT,Personal Reasons,Sruthi.Vasudevan,R01825,R02336,9/21/1992,,Prince Infocity,Chennai,Perungudi,600096,Perungudi,600096,1/0/1900,,AR Follow Up,AGS,AGS,2/12/2015,,,,,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
