"EmployeeCode","ExperienceInAGS","EmployeeAge","Gender","MaritalStatus","WorkLocation","JobRole","ExperienceType","ProdAvgDuringNotice","QualAvgDuringNotice","Course","Last30DaysLeaveCount","TotalExtraHoursWorked","Function","Shift","TransportMode","EngagementIndex","Availability_Filter","Attrition","Available"
"R03525",15,21,"Female","UnMarried","Chennai","Team Member","Fresher",121.96,121.96,"BSc",1,0,"Voice","04:00PM-01:00AM","Cab","Green","Employee Left",1,0
"R03526",12,21,"Female","UnMarried","Chennai","Team Member","Fresher",99.56,99.56,"BSc",14,0,"Voice","05:30PM-02:30AM","Cab","Amber","Employee Left",1,0
"R03527",30,29,"Female","UnMarried","Chennai","Desk Head / Team Co-ordinators","Lateral",146.64,146.64,"MBA",2,7,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03529",30,29,"Female","UnMarried","Chennai","Team Member","Lateral",138.65,138.65,"BSc",3,9,"Voice","06:30PM-03:30AM","Cab","Green","Current Employee",0,1
"R03534",30,28,"Male","Married","Chennai","Desk Head / Team Co-ordinators","Lateral",115.7,115.7,"BCA/BBA",9,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03540",26,30,"Male","UnMarried","Chennai","Team Leader","Lateral",100.05,100.05,"BE/Btech",2,0,"Voice","06:00PM-03:00AM","Cab","Amber","Employee Left",1,0
"R03541",30,31,"Male","Married","Chennai","Team Member","Lateral",116.34,116.34,"BCA/BBA",2,14,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03542",30,24,"Male","UnMarried","Chennai","Desk Head / Team Co-ordinators","Lateral",103.5,103.5,"MBA",0,8,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03543",30,26,"Male","UnMarried","Chennai","Team Leader","Lateral",81.93,81.93,"BE/Btech",0,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03545",22,24,"Male","UnMarried","Chennai","Team Member","Lateral",109.01,109.01,"BSc",6.5,3,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R03547",30,27,"Female","Married","Chennai","Team Member","Lateral",101.05,101.05,"BE/Btech",0,9,"Non-Voice","08:00AM-05:00PM","Cab","Green","Current Employee",0,1
"R03549",29,29,"Male","Married","Chennai","Team Member","Lateral",110.44,110.44,"SSLC",0,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03550",29,29,"Male","Married","Chennai","Team Member","Lateral",103.01,103.01,"BA/Bcom/BPharm",3,6,"Voice","04:00PM-01:00AM","Cab","Red","Current Employee",0,1
"R03553",29,26,"Male","UnMarried","Chennai","Team Member","Lateral",133.36,133.36,"BE/Btech",1,57,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03560",29,24,"Male","UnMarried","Hyderabad","Desk Head / Team Co-ordinators","Lateral",100,100,"BE/Btech",4,63,"Voice","05:30PM-02:30AM","Cab","Green","Current Employee",0,1
"R03563",29,27,"Male","UnMarried","Chennai","Team Member","Lateral",113.43,113.43,"BSc",4,28,"Non-Voice","11:00AM-08:00PM","Train","Green","Current Employee",0,1
"R03571",14,22,"Male","UnMarried","Chennai","Team Member","Lateral",75.63,75.63,"HSC",16,0,"Voice","04:00PM-01:00AM","Cab","Green","Employee Left",1,0
"R03574",29,25,"Male","UnMarried","Chennai","Desk Head / Team Co-ordinators","Lateral",122.48,122.48,"BE/Btech",1,114,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03580",10,24,"Male","UnMarried","Chennai","Team Member","Industry Fresher",120.02,120.02,"BCA/BBA",8,0,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R03584",9,26,"Male","UnMarried","Chennai","Team Member","Industry Fresher",85.33,85.33,"BE/Btech",21,0,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R03585",22,24,"Female","UnMarried","Chennai","Team Member","Industry Fresher",93.28,93.28,"CS/CA (inter)",6,0,"Voice","06:30PM-03:30AM","Cab","Amber","Employee Left",1,0
"R03586",29,27,"Female","UnMarried","Chennai","Team Member","Industry Fresher",128.25,128.25,"BCA/BBA",4,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03587",8,24,"Male","UnMarried","Chennai","Team Member","Industry Fresher",80.51,80.51,"BE/Btech",8,0,"Voice","05:30PM-02:30AM","Cab","Amber","Employee Left",1,0
"R03595",16,28,"Male","Married","Chennai","Team Member","Industry Fresher",104.72,104.72,"BCA/BBA",22,32,"Voice","04:00PM-01:00AM","Cab","Red","Employee Left",1,0
"R03596",10,27,"Male","UnMarried","Chennai","Team Member","Industry Fresher",86.67,86.67,"BE/Btech",7,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R03598",8,21,"Female","UnMarried","Chennai","Team Member","Fresher",78.33,78.33,"BCA/BBA",12,0,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R03600",29,26,"Female","Married","Hyderabad","Team Member","Lateral",89.95,89.95,"BCA/BBA",2,0,"Voice","06:30PM-03:30AM","Cab","Green","Current Employee",0,1
"R03601",29,29,"Male","UnMarried","Chennai","Team Member","Lateral",112.47,112.47,"MCA",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03610",29,24,"Male","UnMarried","Chennai","Team Member","Lateral",114.95,114.95,"BSc",1,0,"Voice","04:00PM-01:00AM","Cab","Red","Current Employee",0,1
"R03616",13,34,"Female","UnMarried","Chennai","Team Member","Lateral",113.32,113.32,"BA/Bcom/BPharm",1,8,"Non-Voice","01:00PM-10:00PM","Two Wheeler","Green","Employee Left",1,0
"R03625",29,26,"Male","Married","Vellore","Team Leader","Lateral",50,50,"MBA",3,0,"Non-Voice","08:00AM-05:00PM","Bus","Green","Current Employee",0,1
"R03626",22,25,"Female","Married","Chennai","Team Member","Lateral",93.57,93.57,"BSc",17,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R03628",7,22,"Male","UnMarried","Chennai","Team Member","Lateral",96.52,96.52,"BSc",16,8,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R03644",23,23,"Female","UnMarried","Chennai","Team Member","Lateral",98.77,98.77,"Diploma",3,0,"Voice","06:00PM-03:00AM","Cab","Amber","Employee Left",1,0
"R03646",10,23,"Male","UnMarried","Chennai","Team Member","Lateral",96.92,96.92,"BSc",17,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R03647",12,29,"Male","Married","Chennai","Team Member","Lateral",90.94,90.94,"BSc",4,0,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R03652",28,26,"Male","UnMarried","Chennai","Team Member","Lateral",98.21,98.21,"BCA/BBA",1,8,"Voice","08:00AM-05:00PM","Cab","Green","Current Employee",0,1
"R03655",28,23,"Male","UnMarried","Chennai","Desk Head / Team Co-ordinators","Lateral",67.57,67.57,"BSc",0,87,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03658",8,22,"Male","UnMarried","Chennai","Team Member","Fresher",93.07,93.07,"BA/Bcom/BPharm",20,0,"Voice","05:30PM-02:30AM","Two Wheeler","Red","Employee Left",1,0
"R03661",8,22,"Female","UnMarried","Chennai","Team Member","Fresher",70.98,70.98,"BA/Bcom/BPharm",18,0,"Voice","05:30PM-02:30AM","Cab","Amber","Employee Left",1,0
"R03664",8,22,"Female","UnMarried","Chennai","Team Member","Industry Fresher",87.97,87.97,"BSc",8.5,0,"Voice","05:30PM-02:30AM","Train","Green","Employee Left",1,0
"R03666",7,27,"Male","UnMarried","Chennai","Team Member","Lateral",78.31,78.31,"BCA/BBA",17,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R03667",19,35,"Female","UnMarried","Vellore","Team Member","Lateral",101.55,101.55,"BCA/BBA",2,8,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R03692",28,25,"Female","UnMarried","Chennai","Team Member","Lateral",114.67,114.67,"BE/Btech",3,0,"Voice","06:00PM-03:00AM","Cab","Amber","Current Employee",0,1
"R03702",28,26,"Male","Married","Chennai","Team Member","Lateral",118.87,118.87,"BE/Btech",1,1,"Voice","06:00PM-03:00AM","Two Wheeler","Green","Current Employee",0,1
"R03703",24,30,"Male","UnMarried","Chennai","Team Member","Lateral",99.69,99.69,"BE/Btech",6,7,"Voice","06:00PM-03:00AM","Cab","Amber","Employee Left",1,0
"R03713",27,28,"Male","Married","Chennai","Team Member","Lateral",99.67,99.67,"BE/Btech",1,3,"Voice","04:00PM-01:00AM","Two Wheeler","Green","Current Employee",0,1
"R03714",19,32,"Male","Married","Chennai","Team Leader","Lateral",94.98,94.98,"BCA/BBA",3,0,"Voice","04:00PM-01:00AM","Two Wheeler","Red","Employee Left",1,0
"R03715",27,25,"Female","UnMarried","Chennai","Team Member","Lateral",95.02,95.02,"BCA/BBA",1,1,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03716",26,25,"Male","UnMarried","Vellore","Team Member","Lateral",108.54,108.54,"BE/Btech",7,27,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R03722",9,24,"Male","UnMarried","Chennai","Team Member","Industry Fresher",87.6,87.6,"BE/Btech",5.5,0,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R03723",6,24,"Male","UnMarried","Chennai","Team Member","Industry Fresher",89.44,89.44,"BE/Btech",9,4,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R03724",27,25,"Male","UnMarried","Chennai","Team Member","Fresher",101.92,101.92,"BE/Btech",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03727",27,31,"Male","Married","Hyderabad","Team Member","Industry Fresher",118.65,118.65,"BA/Bcom/BPharm",1,14,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03728",6,23,"Female","UnMarried","Chennai","Team Member","Industry Fresher",94.92,94.92,"BA/Bcom/BPharm",12,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R03732",27,22,"Female","UnMarried","Chennai","Team Member","Fresher",120.91,120.91,"BA/Bcom/BPharm",0,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03736",27,26,"Female","Married","Chennai","Team Member","Lateral",103.7,103.7,"BE/Btech",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03737",15,28,"Male","UnMarried","Chennai","Team Member","Lateral",98.4,98.4,"BSc",10,33,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R03738",27,30,"Female","Married","Chennai","Team Leader","Lateral",102.46,102.46,"MBA",3,0,"Voice","06:30PM-03:30AM","Cab","Green","Current Employee",0,1
"R03739",22,27,"Male","UnMarried","Chennai","Team Member","Lateral",98.7,98.7,"BA/Bcom/BPharm",11,3,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R03745",27,25,"Male","UnMarried","Chennai","Team Member","Lateral",105.29,105.29,"BSc",1,0,"Voice","06:30PM-03:30AM","Cab","Green","Current Employee",0,1
"R03746",27,34,"Female","Married","Chennai","Team Member","Lateral",113.15,113.15,"BCA/BBA",0,0,"Voice","04:00PM-01:00AM","Cab","Red","Current Employee",0,1
"R03758",27,28,"Male","UnMarried","Chennai","Team Member","Lateral",85.37,85.37,"BSc",2.5,0,"Voice","06:00PM-03:00AM","Two Wheeler","Green","Current Employee",0,1
"R03760",27,25,"Female","UnMarried","Chennai","Team Member","Lateral",99.11,99.11,"BSc",0,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03761",27,25,"Male","UnMarried","Chennai","Team Member","Lateral",87.64,87.64,"BSc",2,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03762",27,25,"Female","UnMarried","Chennai","Team Member","Lateral",126.2,126.2,"MSc/Mpharm/MPhil",0,0,"Non-Voice","08:00AM-05:00PM","Bus","Green","Current Employee",0,1
"R03770",27,22,"Female","UnMarried","Chennai","Team Member","Fresher",101.26,101.26,"BSc",0,16,"Non-Voice","08:00AM-05:00PM","Bus","Green","Current Employee",0,1
"R03786",18,24,"Male","UnMarried","Chennai","Team Member","Industry Fresher",110.75,110.75,"BE/Btech",2,3,"Voice","01:00PM-10:00PM","Cab","Green","Employee Left",1,0
"R03787",11,24,"Male","UnMarried","Chennai","Team Member","Fresher",94.25,94.25,"BA/Bcom/BPharm",9.5,12,"Voice","05:30PM-02:30AM","Train","Green","Employee Left",1,0
"R03788",9,24,"Male","UnMarried","Chennai","Team Member","Fresher",91.02,91.02,"BA/Bcom/BPharm",19,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R03790",9,23,"Female","UnMarried","Chennai","Team Member","Fresher",100.25,100.25,"BE/Btech",15.5,2,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R03823",15,32,"Female","Married","Chennai","Team Leader","Lateral",90.94,90.94,"BA/Bcom/BPharm",20,0,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R03826",11,23,"Male","UnMarried","Chennai","Team Member","Industry Fresher",93.94,93.94,"BE/Btech",4,0,"Voice","04:00PM-01:00AM","Cab","Green","Employee Left",1,0
"R03828",22,21,"Female","UnMarried","Vellore","Team Member","Industry Fresher",127.56,127.56,"BA/Bcom/BPharm",7,5,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R03829",26,26,"Male","UnMarried","Chennai","Team Member","Industry Fresher",100.29,100.29,"BE/Btech",0,5,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03831",26,24,"Male","UnMarried","Chennai","Team Member","Industry Fresher",103.65,103.65,"BSc",1,1,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03834",13,25,"Male","UnMarried","Chennai","Team Member","Industry Fresher",77.8,77.8,"BE/Btech",3,3,"Voice","04:00PM-01:00AM","Cab","Red","Employee Left",1,0
"R03836",14,22,"Female","UnMarried","Chennai","Team Member","Fresher",82.42,82.42,"BA/Bcom/BPharm",5,5,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R03837",26,24,"Male","UnMarried","Chennai","Team Member","Industry Fresher",111.99,111.99,"HSC",0,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03852",26,28,"Male","Married","Chennai","Team Member","Lateral",101.47,101.47,"BA/Bcom/BPharm",4,0,"Voice","06:00PM-03:00AM","Cab","Amber","Current Employee",0,1
"R03858",14,24,"Female","Married","Chennai","Team Member","Lateral",117.4,117.4,"BA/Bcom/BPharm",17,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R03860",20,25,"Male","UnMarried","Chennai","Team Member","Lateral",100.55,100.55,"BSc",8.5,13,"Non-Voice","08:00AM-05:00PM","Train","Green","Employee Left",1,0
"R03897",7,26,"Female","UnMarried","Chennai","Team Member","Lateral",98.75,98.75,"BE/Btech",21,0,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R03900",26,25,"Male","Married","Chennai","Team Member","Lateral",102.16,102.16,"MBA",1,7,"Non-Voice","06:30AM-03:30PM","Two Wheeler","Green","Current Employee",0,1
"R03903",7,22,"Female","UnMarried","Chennai","Team Member","Industry Fresher",77.33,77.33,"BA/Bcom/BPharm",17,0,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R03904",26,26,"Female","UnMarried","Chennai","Team Member","Industry Fresher",109.07,109.07,"BE/Btech",4.5,2,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R03905",9,23,"Female","UnMarried","Chennai","Team Member","Fresher",103.54,103.54,"BA/Bcom/BPharm",4,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R03906",26,25,"Female","UnMarried","Chennai","Team Member","Industry Fresher",82.4,82.4,"BE/Btech",0,8,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03907",4,28,"Male","UnMarried","Chennai","Team Member","Lateral",87.08,87.08,"BA/Bcom/BPharm",3,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R03908",4,26,"Male","UnMarried","Chennai","Team Member","Lateral",37.98,37.98,"BA/Bcom/BPharm",10.5,0,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R03909",7,22,"Male","UnMarried","Chennai","Team Member","Fresher",75.18,75.18,"Diploma",8,0,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R03910",26,28,"Female","UnMarried","Chennai","Team Member","Industry Fresher",107.07,107.07,"MBA",3,4,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03911",26,24,"Male","UnMarried","Chennai","Team Member","Fresher",106.89,106.89,"BE/Btech",2,1,"Voice","06:00PM-03:00AM","Cab","Amber","Current Employee",0,1
"R03912",8,20,"Male","UnMarried","Chennai","Team Member","Fresher",54.22,54.22,"Diploma",3,0,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R03913",7,24,"Female","UnMarried","Chennai","Team Member","Industry Fresher",72.92,72.92,"BE/Btech",4,0,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R03914",10,22,"Male","UnMarried","Chennai","Team Member","Industry Fresher",104.45,104.45,"BA/Bcom/BPharm",3,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R03915",8,22,"Female","UnMarried","Chennai","Team Member","Industry Fresher",96.81,96.81,"BSc",19,3,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R03917",26,27,"Male","UnMarried","Chennai","Team Member","Industry Fresher",108.15,108.15,"BCA/BBA",2,10,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R03918",12,27,"Male","UnMarried","Chennai","Team Member","Lateral",70.86,70.86,"BCA/BBA",20,0,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R03927",26,26,"Female","Married","Hyderabad","Desk Head / Team Co-ordinators","Lateral",111.6,111.6,"BSc",1,27,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03950",26,28,"Female","UnMarried","Chennai","Team Member","Lateral",110.25,110.25,"BE/Btech",1,9,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R03951",26,28,"Female","UnMarried","Chennai","Team Member","Lateral",102.66,102.66,"BSc",1,0,"Voice","06:00PM-03:00AM","Cab","Amber","Current Employee",0,1
"R03957",25,28,"Male","Married","Chennai","Team Member","Lateral",103.75,103.75,"BCA/BBA",2,0,"Voice","01:00PM-10:00PM","Two Wheeler","Green","Current Employee",0,1
"R03968",4,31,"Female","UnMarried","Chennai","Team Member","Lateral",101.4,101.4,"MA/Mcom",12,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R03982",25,23,"Male","UnMarried","Chennai","Team Member","Lateral",146.87,146.87,"BA/Bcom/BPharm",0,12,"Non-Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03988",12,26,"Female","UnMarried","Chennai","Team Member","Lateral",128.44,128.44,"MCA",0,29,"Non-Voice","08:00AM-05:00PM","Bus","Amber","Employee Left",1,0
"R03994",25,24,"Male","UnMarried","Chennai","Team Member","Lateral",113.37,113.37,"BSc",1,9,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R03996",25,27,"Male","UnMarried","Chennai","Team Member","Industry Fresher",105.5,105.5,"BE/Btech",2,0,"Non-Voice","06:30AM-03:30PM","Bus","Green","Current Employee",0,1
"R04008",16,22,"Female","UnMarried","Chennai","Team Member","Fresher",101.62,101.62,"BSc",14,8,"Non-Voice","08:00AM-05:00PM","Cab","Red","Employee Left",1,0
"R04009",25,22,"Male","UnMarried","Chennai","Team Member","Fresher",107.01,107.01,"BA/Bcom/BPharm",2,16,"Non-Voice","06:30AM-03:30PM","Two Wheeler","Green","Current Employee",0,1
"R04010",20,25,"Female","UnMarried","Vellore","Team Member","Industry Fresher",100.9,100.9,"BE/Btech",2,21,"Non-Voice","06:30AM-03:30PM","Train","Red","Employee Left",1,0
"R04011",8,26,"Female","UnMarried","Chennai","Team Member","Industry Fresher",104.78,104.78,"MCA",11,16,"Non-Voice","08:00AM-05:00PM","Train","Red","Employee Left",1,0
"R04012",25,27,"Male","UnMarried","Chennai","Team Member","Industry Fresher",103.78,103.78,"MCA",1,34,"Non-Voice","06:30AM-03:30PM","Bus","Green","Current Employee",0,1
"R04013",10,23,"Male","UnMarried","Chennai","Team Member","Industry Fresher",83.33,83.33,"BCA/BBA",1,0,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R04016",25,23,"Female","UnMarried","Chennai","Team Member","Fresher",137.48,137.48,"BCA/BBA",1.5,1,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R04020",25,23,"Female","UnMarried","Chennai","Team Member","Fresher",101.69,101.69,"BCA/BBA",0,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R04021",3,27,"Male","UnMarried","Chennai","Team Member","Fresher",50,50,"BA/Bcom/BPharm",0,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R04022",3,25,"Male","UnMarried","Chennai","Team Member","Fresher",27.15,27.15,"BSc",13.5,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R04023",5,23,"Male","UnMarried","Chennai","Team Member","Fresher",27.27,27.27,"BE/Btech",21,0,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R04024",25,26,"Female","UnMarried","Chennai","Team Member","Fresher",110.17,110.17,"BE/Btech",3,0,"Voice","06:30PM-03:30AM","Cab","Green","Current Employee",0,1
"R04025",11,22,"Male","UnMarried","Chennai","Team Member","Fresher",100.63,100.63,"BE/Btech",8,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R04028",25,26,"Male","UnMarried","Chennai","Team Member","Fresher",103.89,103.89,"BE/Btech",8,9,"Voice","01:00PM-10:00PM","Cab","Red","Employee Left",1,0
"R04029",9,22,"Male","UnMarried","Chennai","Team Member","Fresher",108.53,108.53,"BA/Bcom/BPharm",6,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R04030",4,24,"Female","UnMarried","Chennai","Team Member","Fresher",75.34,75.34,"BE/Btech",14,0,"Voice","05:30PM-02:30AM","Cab","Amber","Employee Left",1,0
"R04032",10,22,"Male","UnMarried","Chennai","Team Member","Fresher",94.1,94.1,"BCA/BBA",10,0,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R04033",11,26,"Male","UnMarried","Chennai","Team Member","Fresher",78.91,78.91,"BCA/BBA",17,0,"Voice","06:00PM-03:00AM","Cab","Amber","Employee Left",1,0
